ID_Date,Order_Date,Date,Heure,Année,Mois,Jour
36,2019-01-03 20:05:00,2019-01-03,20:05:00,2019,01,03
37,2019-01-27 23:10:00,2019-01-27,23:10:00,2019,01,27
38,2019-01-30 10:51:00,2019-01-30,10:51:00,2019,01,30
39,2019-01-12 13:09:00,2019-01-12,13:09:00,2019,01,12
40,2019-01-29 12:04:00,2019-01-29,12:04:00,2019,01,29
41,2019-01-17 11:30:00,2019-01-17,11:30:00,2019,01,17
42,2019-01-07 16:06:00,2019-01-07,16:06:00,2019,01,07
43,2019-01-07 16:06:00,2019-01-07,16:06:00,2019,01,07
44,2019-01-21 22:23:00,2019-01-21,22:23:00,2019,01,21
45,2019-01-13 19:07:00,2019-01-13,19:07:00,2019,01,13
46,2019-01-26 12:14:00,2019-01-26,12:14:00,2019,01,26
47,2019-01-03 19:10:00,2019-01-03,19:10:00,2019,01,03
48,2019-01-20 16:10:00,2019-01-20,16:10:00,2019,01,20
49,2019-01-05 16:51:00,2019-01-05,16:51:00,2019,01,05
50,2019-01-11 18:10:00,2019-01-11,18:10:00,2019,01,11
51,2019-01-02 16:16:00,2019-01-02,16:16:00,2019,01,02
52,2019-01-29 18:30:00,2019-01-29,18:30:00,2019,01,29
53,2019-01-14 14:13:00,2019-01-14,14:13:00,2019,01,14
54,2019-01-02 20:33:00,2019-01-02,20:33:00,2019,01,02
55,2019-01-31 08:38:00,2019-01-31,08:38:00,2019,01,31
56,2019-01-19 08:17:00,2019-01-19,08:17:00,2019,01,19
57,2019-01-28 11:17:00,2019-01-28,11:17:00,2019,01,28
58,2019-01-02 08:25:00,2019-01-02,08:25:00,2019,01,02
59,2019-01-02 08:25:00,2019-01-02,08:25:00,2019,01,02
60,2019-01-26 18:11:00,2019-01-26,18:11:00,2019,01,26
61,2019-01-21 08:46:00,2019-01-21,08:46:00,2019,01,21
62,2019-01-18 12:21:00,2019-01-18,12:21:00,2019,01,18
63,2019-01-25 08:12:00,2019-01-25,08:12:00,2019,01,25
64,2019-01-06 20:06:00,2019-01-06,20:06:00,2019,01,06
65,2019-01-20 00:21:00,2019-01-20,00:21:00,2019,01,20
66,2019-01-04 11:09:00,2019-01-04,11:09:00,2019,01,04
67,2019-01-21 13:24:00,2019-01-21,13:24:00,2019,01,21
68,2019-01-31 23:23:00,2019-01-31,23:23:00,2019,01,31
69,2019-01-23 10:21:00,2019-01-23,10:21:00,2019,01,23
70,2019-01-27 11:58:00,2019-01-27,11:58:00,2019,01,27
71,2019-01-18 20:12:00,2019-01-18,20:12:00,2019,01,18
72,2019-01-19 09:23:00,2019-01-19,09:23:00,2019,01,19
73,2019-01-28 13:10:00,2019-01-28,13:10:00,2019,01,28
74,2019-01-27 16:51:00,2019-01-27,16:51:00,2019,01,27
75,2019-01-19 10:25:00,2019-01-19,10:25:00,2019,01,19
76,2019-01-11 11:18:00,2019-01-11,11:18:00,2019,01,11
77,2019-01-12 12:00:00,2019-01-12,12:00:00,2019,01,12
78,2019-01-20 07:02:00,2019-01-20,07:02:00,2019,01,20
79,2019-01-07 13:32:00,2019-01-07,13:32:00,2019,01,07
80,2019-01-28 12:45:00,2019-01-28,12:45:00,2019,01,28
81,2019-01-08 23:20:00,2019-01-08,23:20:00,2019,01,08
82,2019-01-09 15:03:00,2019-01-09,15:03:00,2019,01,09
83,2019-01-13 23:51:00,2019-01-13,23:51:00,2019,01,13
84,2019-01-10 01:32:00,2019-01-10,01:32:00,2019,01,10
85,2019-01-01 07:26:00,2019-01-01,07:26:00,2019,01,01
86,2019-01-21 11:18:00,2019-01-21,11:18:00,2019,01,21
87,2019-01-09 15:21:00,2019-01-09,15:21:00,2019,01,09
88,2019-01-01 10:43:00,2019-01-01,10:43:00,2019,01,01
89,2019-01-24 13:37:00,2019-01-24,13:37:00,2019,01,24
90,2019-01-10 09:07:00,2019-01-10,09:07:00,2019,01,10
91,2019-01-12 21:56:00,2019-01-12,21:56:00,2019,01,12
92,2019-01-17 21:54:00,2019-01-17,21:54:00,2019,01,17
93,2019-01-04 23:36:00,2019-01-04,23:36:00,2019,01,04
94,2019-01-23 15:17:00,2019-01-23,15:17:00,2019,01,23
95,2019-01-05 13:49:00,2019-01-05,13:49:00,2019,01,05
96,2019-01-31 01:38:00,2019-01-31,01:38:00,2019,01,31
97,2019-01-06 23:18:00,2019-01-06,23:18:00,2019,01,06
98,2019-01-01 16:01:00,2019-01-01,16:01:00,2019,01,01
99,2019-01-21 13:04:00,2019-01-21,13:04:00,2019,01,21
100,2019-01-09 18:32:00,2019-01-09,18:32:00,2019,01,09
101,2019-01-19 18:52:00,2019-01-19,18:52:00,2019,01,19
102,2019-01-01 13:58:00,2019-01-01,13:58:00,2019,01,01
103,2019-01-15 02:05:00,2019-01-15,02:05:00,2019,01,15
104,2019-01-12 18:16:00,2019-01-12,18:16:00,2019,01,12
105,2019-01-09 18:23:00,2019-01-09,18:23:00,2019,01,09
106,2019-01-09 09:22:00,2019-01-09,09:22:00,2019,01,09
107,2019-01-29 16:19:00,2019-01-29,16:19:00,2019,01,29
108,2019-01-28 12:52:00,2019-01-28,12:52:00,2019,01,28
109,2019-01-27 14:30:00,2019-01-27,14:30:00,2019,01,27
110,2019-01-13 10:09:00,2019-01-13,10:09:00,2019,01,13
111,2019-01-26 21:13:00,2019-01-26,21:13:00,2019,01,26
112,2019-01-24 13:36:00,2019-01-24,13:36:00,2019,01,24
113,2019-01-20 12:38:00,2019-01-20,12:38:00,2019,01,20
114,2019-01-09 13:55:00,2019-01-09,13:55:00,2019,01,09
115,2019-01-14 13:59:00,2019-01-14,13:59:00,2019,01,14
116,2019-01-27 17:46:00,2019-01-27,17:46:00,2019,01,27
117,2019-01-26 18:56:00,2019-01-26,18:56:00,2019,01,26
118,2019-01-03 20:51:00,2019-01-03,20:51:00,2019,01,03
119,2019-01-01 11:17:00,2019-01-01,11:17:00,2019,01,01
120,2019-01-24 17:02:00,2019-01-24,17:02:00,2019,01,24
121,2019-01-11 19:07:00,2019-01-11,19:07:00,2019,01,11
122,2019-01-26 10:35:00,2019-01-26,10:35:00,2019,01,26
123,2019-01-03 11:12:00,2019-01-03,11:12:00,2019,01,03
124,2019-01-18 15:24:00,2019-01-18,15:24:00,2019,01,18
125,2019-01-09 17:32:00,2019-01-09,17:32:00,2019,01,09
126,2019-01-23 05:30:00,2019-01-23,05:30:00,2019,01,23
127,2019-01-05 15:31:00,2019-01-05,15:31:00,2019,01,05
128,2019-01-09 22:21:00,2019-01-09,22:21:00,2019,01,09
129,2019-01-17 21:00:00,2019-01-17,21:00:00,2019,01,17
130,2019-01-23 15:39:00,2019-01-23,15:39:00,2019,01,23
131,2019-01-02 22:17:00,2019-01-02,22:17:00,2019,01,02
132,2019-01-08 06:24:00,2019-01-08,06:24:00,2019,01,08
133,2019-01-01 07:46:00,2019-01-01,07:46:00,2019,01,01
134,2019-01-10 11:19:00,2019-01-10,11:19:00,2019,01,10
135,2019-01-10 11:19:00,2019-01-10,11:19:00,2019,01,10
136,2019-01-17 22:34:00,2019-01-17,22:34:00,2019,01,17
137,2019-01-09 10:06:00,2019-01-09,10:06:00,2019,01,09
138,2019-01-10 21:39:00,2019-01-10,21:39:00,2019,01,10
139,2019-01-21 21:03:00,2019-01-21,21:03:00,2019,01,21
140,2019-01-24 20:53:00,2019-01-24,20:53:00,2019,01,24
141,2019-01-23 18:34:00,2019-01-23,18:34:00,2019,01,23
142,2019-01-26 10:07:00,2019-01-26,10:07:00,2019,01,26
143,2019-01-20 13:08:00,2019-01-20,13:08:00,2019,01,20
144,2019-01-14 10:12:00,2019-01-14,10:12:00,2019,01,14
145,2019-01-10 13:51:00,2019-01-10,13:51:00,2019,01,10
146,2019-01-20 14:57:00,2019-01-20,14:57:00,2019,01,20
147,2019-01-20 15:12:00,2019-01-20,15:12:00,2019,01,20
148,2019-01-22 10:25:00,2019-01-22,10:25:00,2019,01,22
149,2019-01-25 18:00:00,2019-01-25,18:00:00,2019,01,25
150,2019-01-17 18:45:00,2019-01-17,18:45:00,2019,01,17
151,2019-01-03 18:22:00,2019-01-03,18:22:00,2019,01,03
152,2019-01-16 13:50:00,2019-01-16,13:50:00,2019,01,16
153,2019-01-08 10:01:00,2019-01-08,10:01:00,2019,01,08
154,2019-01-03 00:14:00,2019-01-03,00:14:00,2019,01,03
155,2019-01-03 00:14:00,2019-01-03,00:14:00,2019,01,03
156,2019-01-10 12:59:00,2019-01-10,12:59:00,2019,01,10
157,2019-01-08 19:27:00,2019-01-08,19:27:00,2019,01,08
158,2019-01-17 11:12:00,2019-01-17,11:12:00,2019,01,17
159,2019-01-22 10:53:00,2019-01-22,10:53:00,2019,01,22
160,2019-01-26 11:07:00,2019-01-26,11:07:00,2019,01,26
161,2019-01-26 11:22:00,2019-01-26,11:22:00,2019,01,26
162,2019-01-31 10:02:00,2019-01-31,10:02:00,2019,01,31
163,2019-01-25 13:51:00,2019-01-25,13:51:00,2019,01,25
164,2019-01-18 17:57:00,2019-01-18,17:57:00,2019,01,18
165,2019-01-06 16:54:00,2019-01-06,16:54:00,2019,01,06
166,2019-01-29 16:20:00,2019-01-29,16:20:00,2019,01,29
167,2019-01-26 14:10:00,2019-01-26,14:10:00,2019,01,26
168,2019-01-13 12:59:00,2019-01-13,12:59:00,2019,01,13
169,2019-01-04 16:31:00,2019-01-04,16:31:00,2019,01,04
170,2019-01-17 09:57:00,2019-01-17,09:57:00,2019,01,17
171,2019-01-18 18:09:00,2019-01-18,18:09:00,2019,01,18
172,2019-01-23 12:50:00,2019-01-23,12:50:00,2019,01,23
173,2019-01-07 12:56:00,2019-01-07,12:56:00,2019,01,07
174,2019-01-26 16:41:00,2019-01-26,16:41:00,2019,01,26
175,2019-01-29 20:06:00,2019-01-29,20:06:00,2019,01,29
176,2019-01-29 11:00:00,2019-01-29,11:00:00,2019,01,29
177,2019-01-28 12:02:00,2019-01-28,12:02:00,2019,01,28
178,2019-01-01 16:06:00,2019-01-01,16:06:00,2019,01,01
179,2019-01-07 13:25:00,2019-01-07,13:25:00,2019,01,07
180,2019-01-01 21:49:00,2019-01-01,21:49:00,2019,01,01
181,2019-01-03 22:02:00,2019-01-03,22:02:00,2019,01,03
182,2019-01-15 05:35:00,2019-01-15,05:35:00,2019,01,15
183,2019-01-14 17:16:00,2019-01-14,17:16:00,2019,01,14
184,2019-01-24 17:54:00,2019-01-24,17:54:00,2019,01,24
185,2019-01-26 03:38:00,2019-01-26,03:38:00,2019,01,26
186,2019-01-12 19:02:00,2019-01-12,19:02:00,2019,01,12
187,2019-01-02 13:37:00,2019-01-02,13:37:00,2019,01,02
188,2019-01-03 08:21:00,2019-01-03,08:21:00,2019,01,03
189,2019-01-10 12:48:00,2019-01-10,12:48:00,2019,01,10
190,2019-01-22 11:53:00,2019-01-22,11:53:00,2019,01,22
191,2019-01-09 12:19:00,2019-01-09,12:19:00,2019,01,09
192,2019-01-24 13:18:00,2019-01-24,13:18:00,2019,01,24
193,2019-01-16 22:23:00,2019-01-16,22:23:00,2019,01,16
194,2019-01-06 13:41:00,2019-01-06,13:41:00,2019,01,06
195,2019-01-13 19:49:00,2019-01-13,19:49:00,2019,01,13
196,2019-01-19 14:59:00,2019-01-19,14:59:00,2019,01,19
197,2019-01-12 12:57:00,2019-01-12,12:57:00,2019,01,12
198,2019-01-16 14:44:00,2019-01-16,14:44:00,2019,01,16
199,2019-01-22 10:06:00,2019-01-22,10:06:00,2019,01,22
200,2019-01-21 06:04:00,2019-01-21,06:04:00,2019,01,21
201,2019-01-23 21:37:00,2019-01-23,21:37:00,2019,01,23
202,2019-01-04 07:16:00,2019-01-04,07:16:00,2019,01,04
203,2019-01-18 22:38:00,2019-01-18,22:38:00,2019,01,18
204,2019-01-15 20:08:00,2019-01-15,20:08:00,2019,01,15
205,2019-01-13 19:03:00,2019-01-13,19:03:00,2019,01,13
206,2019-01-15 10:55:00,2019-01-15,10:55:00,2019,01,15
207,2019-01-03 07:59:00,2019-01-03,07:59:00,2019,01,03
208,2019-01-10 15:40:00,2019-01-10,15:40:00,2019,01,10
209,2019-01-29 17:36:00,2019-01-29,17:36:00,2019,01,29
210,2019-01-09 20:49:00,2019-01-09,20:49:00,2019,01,09
211,2019-01-31 23:10:00,2019-01-31,23:10:00,2019,01,31
212,2019-01-20 19:08:00,2019-01-20,19:08:00,2019,01,20
213,2019-01-06 10:27:00,2019-01-06,10:27:00,2019,01,06
214,2019-01-15 19:22:00,2019-01-15,19:22:00,2019,01,15
215,2019-01-22 22:56:00,2019-01-22,22:56:00,2019,01,22
216,2019-01-23 21:37:00,2019-01-23,21:37:00,2019,01,23
217,2019-01-16 20:03:00,2019-01-16,20:03:00,2019,01,16
218,2019-01-15 21:14:00,2019-01-15,21:14:00,2019,01,15
219,2019-01-07 15:50:00,2019-01-07,15:50:00,2019,01,07
220,2019-01-25 15:41:00,2019-01-25,15:41:00,2019,01,25
221,2019-01-12 11:16:00,2019-01-12,11:16:00,2019,01,12
222,2019-01-12 11:16:00,2019-01-12,11:16:00,2019,01,12
223,2019-01-18 18:01:00,2019-01-18,18:01:00,2019,01,18
224,2019-01-16 13:37:00,2019-01-16,13:37:00,2019,01,16
225,2019-01-06 13:09:00,2019-01-06,13:09:00,2019,01,06
226,2019-01-12 21:43:00,2019-01-12,21:43:00,2019,01,12
227,2019-01-06 09:26:00,2019-01-06,09:26:00,2019,01,06
228,2019-01-05 13:28:00,2019-01-05,13:28:00,2019,01,05
229,2019-01-09 22:11:00,2019-01-09,22:11:00,2019,01,09
230,2019-01-09 22:11:00,2019-01-09,22:11:00,2019,01,09
231,2019-01-29 01:12:00,2019-01-29,01:12:00,2019,01,29
232,2019-01-07 13:20:00,2019-01-07,13:20:00,2019,01,07
233,2019-01-26 17:29:00,2019-01-26,17:29:00,2019,01,26
234,2019-01-02 10:34:00,2019-01-02,10:34:00,2019,01,02
235,2019-01-30 23:34:00,2019-01-30,23:34:00,2019,01,30
236,2019-01-22 18:14:00,2019-01-22,18:14:00,2019,01,22
237,2019-01-31 01:03:00,2019-01-31,01:03:00,2019,01,31
238,2019-01-30 11:24:00,2019-01-30,11:24:00,2019,01,30
239,2019-01-24 16:09:00,2019-01-24,16:09:00,2019,01,24
240,2019-01-22 19:48:00,2019-01-22,19:48:00,2019,01,22
241,2019-01-07 15:21:00,2019-01-07,15:21:00,2019,01,07
242,2019-01-02 07:44:00,2019-01-02,07:44:00,2019,01,02
243,2019-01-09 17:29:00,2019-01-09,17:29:00,2019,01,09
244,2019-01-17 14:21:00,2019-01-17,14:21:00,2019,01,17
245,2019-01-27 07:05:00,2019-01-27,07:05:00,2019,01,27
246,2019-01-11 16:48:00,2019-01-11,16:48:00,2019,01,11
247,2019-01-17 22:58:00,2019-01-17,22:58:00,2019,01,17
248,2019-01-07 08:41:00,2019-01-07,08:41:00,2019,01,07
249,2019-01-06 15:38:00,2019-01-06,15:38:00,2019,01,06
250,2019-01-20 09:24:00,2019-01-20,09:24:00,2019,01,20
251,2019-01-26 13:32:00,2019-01-26,13:32:00,2019,01,26
252,2019-01-26 13:32:00,2019-01-26,13:32:00,2019,01,26
253,2019-01-12 19:24:00,2019-01-12,19:24:00,2019,01,12
254,2019-01-20 12:32:00,2019-01-20,12:32:00,2019,01,20
255,2019-01-26 22:19:00,2019-01-26,22:19:00,2019,01,26
256,2019-01-28 13:10:00,2019-01-28,13:10:00,2019,01,28
257,2019-01-21 15:57:00,2019-01-21,15:57:00,2019,01,21
258,2019-01-29 21:06:00,2019-01-29,21:06:00,2019,01,29
259,2019-01-07 21:06:00,2019-01-07,21:06:00,2019,01,07
260,2019-01-14 13:29:00,2019-01-14,13:29:00,2019,01,14
261,2019-01-19 18:28:00,2019-01-19,18:28:00,2019,01,19
262,2019-01-13 14:33:00,2019-01-13,14:33:00,2019,01,13
263,2019-01-04 11:21:00,2019-01-04,11:21:00,2019,01,04
264,2019-01-24 09:54:00,2019-01-24,09:54:00,2019,01,24
265,2019-01-25 11:10:00,2019-01-25,11:10:00,2019,01,25
266,2019-01-18 09:23:00,2019-01-18,09:23:00,2019,01,18
267,2019-01-02 11:26:00,2019-01-02,11:26:00,2019,01,02
268,2019-01-07 00:40:00,2019-01-07,00:40:00,2019,01,07
269,2019-01-19 18:02:00,2019-01-19,18:02:00,2019,01,19
270,2019-01-31 16:21:00,2019-01-31,16:21:00,2019,01,31
271,2019-01-29 18:07:00,2019-01-29,18:07:00,2019,01,29
272,2019-01-08 07:31:00,2019-01-08,07:31:00,2019,01,08
273,2019-01-19 15:17:00,2019-01-19,15:17:00,2019,01,19
274,2019-01-12 11:56:00,2019-01-12,11:56:00,2019,01,12
275,2019-01-25 12:38:00,2019-01-25,12:38:00,2019,01,25
276,2019-01-08 20:07:00,2019-01-08,20:07:00,2019,01,08
277,2019-01-03 19:54:00,2019-01-03,19:54:00,2019,01,03
278,2019-01-13 13:37:00,2019-01-13,13:37:00,2019,01,13
279,2019-01-05 06:59:00,2019-01-05,06:59:00,2019,01,05
280,2019-01-24 19:03:00,2019-01-24,19:03:00,2019,01,24
281,2019-01-19 20:07:00,2019-01-19,20:07:00,2019,01,19
282,2019-01-18 19:11:00,2019-01-18,19:11:00,2019,01,18
283,2019-01-16 11:11:00,2019-01-16,11:11:00,2019,01,16
284,2019-01-16 14:32:00,2019-01-16,14:32:00,2019,01,16
285,2019-01-14 16:57:00,2019-01-14,16:57:00,2019,01,14
286,2019-01-08 20:12:00,2019-01-08,20:12:00,2019,01,08
287,2019-01-18 22:22:00,2019-01-18,22:22:00,2019,01,18
288,2019-01-27 21:26:00,2019-01-27,21:26:00,2019,01,27
289,2019-01-12 16:34:00,2019-01-12,16:34:00,2019,01,12
290,2019-01-17 19:53:00,2019-01-17,19:53:00,2019,01,17
291,2019-01-13 14:14:00,2019-01-13,14:14:00,2019,01,13
292,2019-01-01 11:41:00,2019-01-01,11:41:00,2019,01,01
293,2019-01-18 17:16:00,2019-01-18,17:16:00,2019,01,18
294,2019-01-15 11:24:00,2019-01-15,11:24:00,2019,01,15
295,2019-01-06 11:19:00,2019-01-06,11:19:00,2019,01,06
296,2019-01-02 23:35:00,2019-01-02,23:35:00,2019,01,02
297,2019-01-02 13:17:00,2019-01-02,13:17:00,2019,01,02
298,2019-01-11 13:18:00,2019-01-11,13:18:00,2019,01,11
299,2019-01-07 04:31:00,2019-01-07,04:31:00,2019,01,07
300,2019-01-21 22:12:00,2019-01-21,22:12:00,2019,01,21
301,2019-01-25 18:52:00,2019-01-25,18:52:00,2019,01,25
302,2019-01-11 02:13:00,2019-01-11,02:13:00,2019,01,11
303,2019-01-13 12:55:00,2019-01-13,12:55:00,2019,01,13
304,2019-01-19 18:13:00,2019-01-19,18:13:00,2019,01,19
305,2019-01-15 18:03:00,2019-01-15,18:03:00,2019,01,15
306,2019-01-12 08:44:00,2019-01-12,08:44:00,2019,01,12
307,2019-01-01 13:34:00,2019-01-01,13:34:00,2019,01,01
308,2019-01-05 10:02:00,2019-01-05,10:02:00,2019,01,05
309,2019-01-03 10:59:00,2019-01-03,10:59:00,2019,01,03
310,2019-01-30 16:35:00,2019-01-30,16:35:00,2019,01,30
311,2019-01-06 09:37:00,2019-01-06,09:37:00,2019,01,06
312,2019-01-12 15:38:00,2019-01-12,15:38:00,2019,01,12
313,2019-01-16 15:22:00,2019-01-16,15:22:00,2019,01,16
314,2019-01-10 14:07:00,2019-01-10,14:07:00,2019,01,10
315,2019-01-27 22:39:00,2019-01-27,22:39:00,2019,01,27
316,2019-01-20 18:33:00,2019-01-20,18:33:00,2019,01,20
317,2019-01-25 10:48:00,2019-01-25,10:48:00,2019,01,25
318,2019-01-03 18:32:00,2019-01-03,18:32:00,2019,01,03
319,2019-01-16 20:17:00,2019-01-16,20:17:00,2019,01,16
320,2019-01-22 02:39:00,2019-01-22,02:39:00,2019,01,22
321,2019-01-12 10:26:00,2019-01-12,10:26:00,2019,01,12
322,2019-01-11 23:00:00,2019-01-11,23:00:00,2019,01,11
323,2019-01-15 10:53:00,2019-01-15,10:53:00,2019,01,15
324,2019-01-31 10:58:00,2019-01-31,10:58:00,2019,01,31
325,2019-01-31 10:58:00,2019-01-31,10:58:00,2019,01,31
326,2019-01-31 10:58:00,2019-01-31,10:58:00,2019,01,31
327,2019-01-19 16:39:00,2019-01-19,16:39:00,2019,01,19
328,2019-01-10 10:40:00,2019-01-10,10:40:00,2019,01,10
329,2019-01-27 00:07:00,2019-01-27,00:07:00,2019,01,27
330,2019-01-04 12:57:00,2019-01-04,12:57:00,2019,01,04
331,2019-01-15 10:18:00,2019-01-15,10:18:00,2019,01,15
332,2019-01-29 10:07:00,2019-01-29,10:07:00,2019,01,29
333,2019-01-23 22:54:00,2019-01-23,22:54:00,2019,01,23
334,2019-01-01 12:14:00,2019-01-01,12:14:00,2019,01,01
335,2019-01-26 22:08:00,2019-01-26,22:08:00,2019,01,26
336,2019-01-09 13:34:00,2019-01-09,13:34:00,2019,01,09
337,2019-01-09 17:19:00,2019-01-09,17:19:00,2019,01,09
338,2019-01-29 12:47:00,2019-01-29,12:47:00,2019,01,29
339,2019-01-15 15:52:00,2019-01-15,15:52:00,2019,01,15
340,2019-01-29 11:03:00,2019-01-29,11:03:00,2019,01,29
341,2019-01-13 06:05:00,2019-01-13,06:05:00,2019,01,13
342,2019-01-13 18:41:00,2019-01-13,18:41:00,2019,01,13
343,2019-01-09 20:37:00,2019-01-09,20:37:00,2019,01,09
344,2019-01-26 20:30:00,2019-01-26,20:30:00,2019,01,26
345,2019-01-11 11:15:00,2019-01-11,11:15:00,2019,01,11
346,2019-01-11 16:49:00,2019-01-11,16:49:00,2019,01,11
347,2019-01-21 23:01:00,2019-01-21,23:01:00,2019,01,21
348,2019-01-13 23:51:00,2019-01-13,23:51:00,2019,01,13
349,2019-01-04 17:39:00,2019-01-04,17:39:00,2019,01,04
350,2019-01-19 16:56:00,2019-01-19,16:56:00,2019,01,19
351,2019-01-07 10:42:00,2019-01-07,10:42:00,2019,01,07
352,2019-01-05 20:21:00,2019-01-05,20:21:00,2019,01,05
353,2019-01-30 20:19:00,2019-01-30,20:19:00,2019,01,30
354,2019-01-24 05:51:00,2019-01-24,05:51:00,2019,01,24
355,2019-01-23 16:11:00,2019-01-23,16:11:00,2019,01,23
356,2019-01-28 11:02:00,2019-01-28,11:02:00,2019,01,28
357,2019-01-28 20:50:00,2019-01-28,20:50:00,2019,01,28
358,2019-01-15 01:45:00,2019-01-15,01:45:00,2019,01,15
359,2019-01-30 12:48:00,2019-01-30,12:48:00,2019,01,30
360,2019-01-14 16:51:00,2019-01-14,16:51:00,2019,01,14
361,2019-01-11 10:04:00,2019-01-11,10:04:00,2019,01,11
362,2019-01-26 20:16:00,2019-01-26,20:16:00,2019,01,26
363,2019-01-29 15:14:00,2019-01-29,15:14:00,2019,01,29
364,2019-01-29 15:14:00,2019-01-29,15:14:00,2019,01,29
365,2019-01-03 01:43:00,2019-01-03,01:43:00,2019,01,03
366,2019-01-10 13:56:00,2019-01-10,13:56:00,2019,01,10
367,2019-01-05 16:40:00,2019-01-05,16:40:00,2019,01,05
368,2019-01-27 23:59:00,2019-01-27,23:59:00,2019,01,27
369,2019-01-05 11:30:00,2019-01-05,11:30:00,2019,01,05
370,2019-01-09 14:26:00,2019-01-09,14:26:00,2019,01,09
371,2019-01-30 12:09:00,2019-01-30,12:09:00,2019,01,30
372,2019-01-27 14:36:00,2019-01-27,14:36:00,2019,01,27
373,2019-01-01 17:30:00,2019-01-01,17:30:00,2019,01,01
374,2019-01-28 12:38:00,2019-01-28,12:38:00,2019,01,28
375,2019-01-12 13:28:00,2019-01-12,13:28:00,2019,01,12
376,2019-01-17 11:59:00,2019-01-17,11:59:00,2019,01,17
377,2019-01-27 09:08:00,2019-01-27,09:08:00,2019,01,27
378,2019-01-07 19:45:00,2019-01-07,19:45:00,2019,01,07
379,2019-01-13 20:17:00,2019-01-13,20:17:00,2019,01,13
380,2019-01-24 10:54:00,2019-01-24,10:54:00,2019,01,24
381,2019-01-01 23:58:00,2019-01-01,23:58:00,2019,01,01
382,2019-01-10 19:52:00,2019-01-10,19:52:00,2019,01,10
383,2019-01-02 01:26:00,2019-01-02,01:26:00,2019,01,02
384,2019-01-27 20:18:00,2019-01-27,20:18:00,2019,01,27
385,2019-01-14 17:47:00,2019-01-14,17:47:00,2019,01,14
386,2019-01-04 14:05:00,2019-01-04,14:05:00,2019,01,04
387,2019-01-29 16:55:00,2019-01-29,16:55:00,2019,01,29
388,2019-01-27 18:29:00,2019-01-27,18:29:00,2019,01,27
389,2019-01-24 10:33:00,2019-01-24,10:33:00,2019,01,24
390,2019-01-01 10:21:00,2019-01-01,10:21:00,2019,01,01
391,2019-01-09 13:03:00,2019-01-09,13:03:00,2019,01,09
392,2019-01-24 18:39:00,2019-01-24,18:39:00,2019,01,24
393,2019-01-24 00:56:00,2019-01-24,00:56:00,2019,01,24
394,2019-01-26 02:00:00,2019-01-26,02:00:00,2019,01,26
395,2019-01-09 11:07:00,2019-01-09,11:07:00,2019,01,09
396,2019-01-12 20:15:00,2019-01-12,20:15:00,2019,01,12
397,2019-01-09 10:56:00,2019-01-09,10:56:00,2019,01,09
398,2019-01-12 09:49:00,2019-01-12,09:49:00,2019,01,12
