ID_Vente,Quantity_Ordered,Price_Each,ID_Date,ID_Adresse,ID_Commande
262,1,99.99,262,262,262
263,2,2.99,263,263,263
264,1,149.99,264,264,264
265,1,99.99,265,265,265
266,1,109.99,266,266,266
267,1,379.99,267,267,267
268,2,3.84,268,268,268
269,1,1700,269,269,269
270,1,11.99,270,270,270
271,1,11.99,271,271,271
272,1,3.84,272,272,272
273,1,600,273,273,273
274,1,600,274,274,274
275,1,3.84,275,275,275
276,2,3.84,276,276,276
277,1,389.99,277,277,277
278,1,700,278,278,278
279,1,389.99,279,279,279
280,1,600,280,280,280
281,1,150,281,281,281
282,1,11.95,282,282,282
283,1,14.95,283,283,283
284,2,11.99,284,284,284
285,1,389.99,285,285,285
286,1,14.95,286,286,286
287,1,150,287,287,287
288,1,600,288,288,288
289,1,379.99,289,289,289
290,1,600.0,290,290,290
291,1,700,291,291,291
292,1,14.95,292,292,292
293,1,14.95,293,293,293
294,1,700,294,294,294
295,1,11.99,295,295,295
296,1,149.99,296,296,296
297,1,600,297,297,297
298,1,11.95,298,298,298
299,2,2.99,299,299,299
300,2,3.84,300,300,300
301,1,150,301,301,301
302,3,2.99,302,302,302
303,1,99.99,303,303,303
304,1,2.99,304,304,304
305,1,300,305,305,305
306,1,14.95,306,306,306
307,1,379.99,307,307,307
308,1,99.99,308,308,308
309,1,11.99,309,309,309
310,1,2.99,310,310,310
311,1,14.95,311,311,311
312,1,149.99,312,312,312
313,1,149.99,313,313,313
314,1,150,314,314,314
315,1,2.99,315,315,315
316,1,3.84,316,316,316
317,1,14.95,317,317,317
318,1,14.95,318,318,318
319,1,600,319,319,319
320,1,109.99,320,320,320
321,2,11.95,321,321,321
322,1,14.95,322,322,322
323,1,149.99,323,323,323
324,1,700,324,324,324
325,2,150,325,325,325
326,1,11.99,326,326,326
327,2,14.95,327,327,327
328,1,99.99,328,328,328
329,1,99.99,329,329,329
330,1,11.95,330,330,330
331,3,2.99,331,331,331
332,1,11.95,332,332,332
333,1,14.95,333,333,333
334,1,389.99,334,334,334
335,1,11.99,335,335,335
336,1,379.99,336,336,336
337,1,11.99,337,337,337
338,1,99.99,338,338,338
339,1,11.95,339,339,339
340,1,150,340,340,340
341,1,11.99,341,341,341
342,1,149.99,342,342,342
343,1,14.95,343,343,343
344,1,999.99,344,344,344
345,1,1700,345,345,345
346,1,11.95,346,346,346
347,1,14.95,347,347,347
348,1,2.99,348,348,348
349,1,14.95,349,349,349
350,1,14.95,350,350,350
351,1,11.95,351,351,351
352,1,150,352,352,352
353,1,300,353,353,353
354,1,99.99,354,354,354
355,1,14.95,355,355,355
356,1,3.84,356,356,356
357,1,150,357,357,357
358,1,700,358,358,358
359,1,11.95,359,359,359
360,1,1700,360,360,360
361,2,3.84,361,361,361
362,1,14.95,362,362,362
363,1,11.95,363,363,363
364,1,150,364,364,364
365,1,3.84,365,365,365
366,1,11.99,366,366,366
367,1,99.99,367,367,367
368,1,999.99,368,368,368
369,2,3.84,369,369,369
370,1,99.99,370,370,370
371,1,2.99,371,371,371
372,1,999.99,372,372,372
373,1,14.95,373,373,373
374,2,2.99,374,374,374
375,1,109.99,375,375,375
376,1,2.99,376,376,376
377,2,2.99,377,377,377
378,1,14.95,378,378,378
379,1,149.99,379,379,379
380,1,11.99,380,380,380
381,1,149.99,381,381,381
382,1,11.99,382,382,382
383,1,14.95,383,383,383
384,2,3.84,384,384,384
385,1,14.95,385,385,385
386,1,150,386,386,386
387,1,14.95,387,387,387
388,1,150,388,388,388
389,1,150,389,389,389
390,1,2.99,390,390,390
391,1,3.84,391,391,391
392,1,11.99,392,392,392
393,1,3.84,393,393,393
394,1,11.99,394,394,394
395,1,99.99,395,395,395
396,1,149.99,396,396,396
397,3,2.99,397,397,397
398,1,2.99,398,398,398
399,1,11.95,399,399,399
400,1,600,400,400,400
401,1,11.95,401,401,401
402,4,2.99,402,402,402
403,1,150,403,403,403
404,1,300,404,404,404
405,1,3.84,405,405,405
406,1,149.99,406,406,406
407,1,11.95,407,407,407
408,1,14.95,408,408,408
409,1,700,409,409,409
410,1,3.84,410,410,410
411,1,2.99,411,411,411
412,1,11.99,412,412,412
413,1,150,413,413,413
414,2,3.84,414,414,414
415,2,2.99,415,415,415
416,1,999.99,416,416,416
417,1,1700,417,417,417
418,1,109.99,418,418,418
419,1,2.99,419,419,419
420,1,99.99,420,420,420
421,1,2.99,421,421,421
422,1,14.95,422,422,422
423,1,11.99,423,423,423
424,1,14.95,424,424,424
425,1,109.99,425,425,425
426,1,600,426,426,426
427,1,14.95,427,427,427
428,2,2.99,428,428,428
429,1,3.84,429,429,429
430,1,14.95,430,430,430
431,1,3.84,431,431,431
432,1,3.84,432,432,432
433,1,11.99,433,433,433
434,1,150,434,434,434
435,1,2.99,435,435,435
436,1,3.84,436,436,436
437,1,1700,437,437,437
438,1,11.95,438,438,438
439,1,11.95,439,439,439
440,1,2.99,440,440,440
441,1,700,441,441,441
442,1,600,442,442,442
443,1,389.99,443,443,443
444,2,3.84,444,444,444
445,3,14.95,445,445,445
446,1,14.95,446,446,446
447,1,389.99,447,447,447
448,1,700,448,448,448
449,2,2.99,449,449,449
450,1,11.99,450,450,450
451,1,11.95,451,451,451
452,1,2.99,452,452,452
453,3,11.95,453,453,453
454,1,400,454,454,454
455,1,149.99,455,455,455
456,1,150,456,456,456
457,1,379.99,457,457,457
458,2,11.95,458,458,458
459,1,3.84,459,459,459
460,1,379.99,460,460,460
461,1,2.99,461,461,461
462,1,389.99,462,462,462
463,1,11.99,463,463,463
464,1,150,464,464,464
465,1,3.84,465,465,465
466,1,3.84,466,466,466
467,1,379.99,467,467,467
468,1,1700,468,468,468
469,1,379.99,469,469,469
470,1,99.99,470,470,470
471,1,11.99,471,471,471
472,1,11.99,472,472,472
473,1,2.99,473,473,473
474,1,400,474,474,474
475,1,14.95,475,475,475
476,1,389.99,476,476,476
477,1,11.95,477,477,477
478,1,150,478,478,478
479,1,1700,479,479,479
480,1,700,480,480,480
481,1,700,481,481,481
482,1,389.99,482,482,482
483,1,150,483,483,483
484,1,11.95,484,484,484
485,1,3.84,485,485,485
486,1,11.99,486,486,486
487,1,600,487,487,487
488,1,11.95,488,488,488
489,1,11.95,489,489,489
490,1,3.84,490,490,490
491,1,11.95,491,491,491
492,1,11.95,492,492,492
493,1,99.99,493,493,493
494,1,99.99,494,494,494
495,1,2.99,495,495,495
496,1,600,496,496,496
497,1,389.99,497,497,497
498,1,11.95,498,498,498
499,1,3.84,499,499,499
500,1,1700,500,500,500
501,1,11.99,501,501,501
502,1,14.95,502,502,502
503,1,11.99,503,503,503
504,1,11.95,504,504,504
505,2,14.95,505,505,505
506,1,2.99,506,506,506
507,1,11.99,507,507,507
508,1,14.95,508,508,508
509,1,1700,509,509,509
510,1,700,510,510,510
511,1,389.99,511,511,511
512,1,99.99,512,512,512
513,1,379.99,513,513,513
514,1,11.95,514,514,514
515,1,999.99,515,515,515
516,1,700,516,516,516
517,1,14.95,517,517,517
518,1,3.84,518,518,518
519,1,3.84,519,519,519
520,1,99.99,520,520,520
521,1,11.95,521,521,521
522,1,11.95,522,522,522
523,1,150,523,523,523
524,2,2.99,524,524,524
525,2,14.95,525,525,525
526,1,149.99,526,526,526
527,1,150,527,527,527
528,1,300,528,528,528
529,1,149.99,529,529,529
530,1,389.99,530,530,530
531,1,14.95,531,531,531
532,2,11.95,532,532,532
533,2,150,533,533,533
534,3,3.84,534,534,534
535,1,99.99,535,535,535
536,1,149.99,536,536,536
537,1,11.99,537,537,537
538,1,2.99,538,538,538
539,1,400,539,539,539
540,1,14.95,540,540,540
541,1,99.99,541,541,541
542,2,149.99,542,542,542
543,1,11.95,543,543,543
544,1,14.95,544,544,544
545,1,600.0,545,545,545
546,1,109.99,546,546,546
547,1,11.95,547,547,547
548,2,3.84,548,548,548
549,1,11.99,549,549,549
550,1,14.95,550,550,550
551,1,150,551,551,551
552,1,11.95,552,552,552
553,1,99.99,553,553,553
554,1,11.95,554,554,554
555,1,14.95,555,555,555
556,1,11.95,556,556,556
557,1,14.95,557,557,557
558,1,14.95,558,558,558
559,1,11.99,559,559,559
560,1,150,560,560,560
561,1,149.99,561,561,561
562,1,99.99,562,562,562
563,1,99.99,563,563,563
564,1,389.99,564,564,564
565,1,150,565,565,565
566,1,1700,566,566,566
567,1,150,567,567,567
568,2,3.84,568,568,568
569,1,600,569,569,569
570,2,11.95,570,570,570
571,1,2.99,571,571,571
572,1,11.95,572,572,572
573,1,11.95,573,573,573
574,1,3.84,574,574,574
575,1,99.99,575,575,575
576,1,700,576,576,576
577,1,11.99,577,577,577
578,1,2.99,578,578,578
579,1,149.99,579,579,579
580,1,109.99,580,580,580
581,1,3.84,581,581,581
582,1,149.99,582,582,582
583,1,11.95,583,583,583
584,1,300,584,584,584
585,1,389.99,585,585,585
586,1,99.99,586,586,586
587,1,99.99,587,587,587
588,1,389.99,588,588,588
589,1,400,589,589,589
590,1,14.95,590,590,590
591,1,600,591,591,591
592,1,11.95,592,592,592
593,1,14.95,593,593,593
594,1,2.99,594,594,594
595,1,3.84,595,595,595
596,1,11.95,596,596,596
597,1,109.99,597,597,597
598,2,2.99,598,598,598
599,1,379.99,599,599,599
600,1,600.0,600,600,600
601,1,3.84,601,601,601
602,2,2.99,602,602,602
603,1,14.95,603,603,603
604,1,11.95,604,604,604
605,1,14.95,605,605,605
606,1,11.95,606,606,606
607,1,11.99,607,607,607
608,1,14.95,608,608,608
609,1,14.95,609,609,609
610,1,109.99,610,610,610
611,1,3.84,611,611,611
612,1,300,612,612,612
613,1,11.95,613,613,613
614,1,99.99,614,614,614
615,1,379.99,615,615,615
616,1,379.99,616,616,616
617,1,149.99,617,617,617
618,1,300,618,618,618
619,2,2.99,619,619,619
620,1,99.99,620,620,620
621,1,11.99,621,621,621
622,1,11.95,622,622,622
623,1,11.95,623,623,623
624,1,99.99,624,624,624
625,1,99.99,625,625,625
626,1,3.84,626,626,626
627,1,2.99,627,627,627
628,1,14.95,628,628,628
629,1,2.99,629,629,629
630,1,3.84,630,630,630
631,1,99.99,631,631,631
632,1,11.95,632,632,632
633,1,99.99,633,633,633
634,1,2.99,634,634,634
635,1,149.99,635,635,635
636,1,11.95,636,636,636
637,1,150,637,637,637
638,1,109.99,638,638,638
639,1,999.99,639,639,639
640,1,14.95,640,640,640
641,1,99.99,641,641,641
642,1,11.95,642,642,642
643,1,3.84,643,643,643
644,1,999.99,644,644,644
645,1,149.99,645,645,645
646,1,11.99,646,646,646
647,1,2.99,647,647,647
648,1,389.99,648,648,648
649,2,11.99,649,649,649
650,1,99.99,650,650,650
651,1,150,651,651,651
652,1,11.99,652,652,652
653,1,109.99,653,653,653
654,2,3.84,654,654,654
655,1,14.95,655,655,655
656,1,379.99,656,656,656
657,1,379.99,657,657,657
658,1,14.95,658,658,658
659,1,3.84,659,659,659
660,1,150,660,660,660
661,1,11.95,661,661,661
662,1,150,662,662,662
663,1,3.84,663,663,663
664,2,2.99,664,664,664
665,,,665,665,665
666,7,2.99,666,666,666
667,1,3.84,667,667,667
668,1,3.84,668,668,668
669,1,600,669,669,669
670,1,11.99,670,670,670
671,1,700,671,671,671
672,2,2.99,672,672,672
673,1,700,673,673,673
674,1,379.99,674,674,674
675,1,14.95,675,675,675
676,1,11.95,676,676,676
677,2,3.84,677,677,677
678,1,3.84,678,678,678
679,,,679,679,679
680,1,150,680,680,680
681,3,3.84,681,681,681
682,1,3.84,682,682,682
683,1,600,683,683,683
684,1,300,684,684,684
685,2,2.99,685,685,685
686,1,400,686,686,686
687,1,11.95,687,687,687
688,1,11.99,688,688,688
689,1,600,689,689,689
690,1,11.95,690,690,690
691,1,11.99,691,691,691
692,1,999.99,692,692,692
693,1,150,693,693,693
694,1,11.95,694,694,694
695,2,2.99,695,695,695
696,1,11.95,696,696,696
697,1,150,697,697,697
698,2,3.84,698,698,698
699,1,400,699,699,699
700,1,11.99,700,700,700
701,1,14.95,701,701,701
702,1,150,702,702,702
703,1,2.99,703,703,703
704,1,99.99,704,704,704
705,2,2.99,705,705,705
706,1,11.99,706,706,706
707,1,2.99,707,707,707
708,1,99.99,708,708,708
709,1,11.99,709,709,709
710,1,11.99,710,710,710
711,1,14.95,711,711,711
712,1,3.84,712,712,712
713,1,14.95,713,713,713
714,1,11.95,714,714,714
715,1,14.95,715,715,715
716,2,109.99,716,716,716
717,1,149.99,717,717,717
718,1,150,718,718,718
719,2,3.84,719,719,719
720,1,109.99,720,720,720
721,1,11.95,721,721,721
722,1,14.95,722,722,722
723,1,11.99,723,723,723
724,1,300,724,724,724
725,1,379.99,725,725,725
726,1,14.95,726,726,726
727,1,11.95,727,727,727
728,1,1700,728,728,728
729,1,379.99,729,729,729
730,1,14.95,730,730,730
731,1,99.99,731,731,731
732,1,109.99,732,732,732
733,1,2.99,733,733,733
734,1,14.95,734,734,734
735,1,109.99,735,735,735
736,1,11.95,736,736,736
737,1,11.95,737,737,737
738,1,11.99,738,738,738
739,1,14.95,739,739,739
740,1,99.99,740,740,740
741,1,149.99,741,741,741
742,1,11.95,742,742,742
743,1,2.99,743,743,743
744,1,999.99,744,744,744
745,1,14.95,745,745,745
746,1,1700,746,746,746
747,1,600,747,747,747
748,1,14.95,748,748,748
749,1,300,749,749,749
750,2,11.95,750,750,750
751,1,14.95,751,751,751
752,1,11.99,752,752,752
753,3,3.84,753,753,753
754,1,700,754,754,754
755,1,3.84,755,755,755
756,1,99.99,756,756,756
757,1,3.84,757,757,757
758,1,600,758,758,758
759,1,11.99,759,759,759
760,1,14.95,760,760,760
761,1,700,761,761,761
762,1,11.99,762,762,762
763,1,300,763,763,763
764,1,149.99,764,764,764
765,1,150,765,765,765
766,1,14.95,766,766,766
767,1,379.99,767,767,767
768,1,600,768,768,768
769,1,700,769,769,769
770,1,2.99,770,770,770
771,1,2.99,771,771,771
772,1,3.84,772,772,772
773,1,11.95,773,773,773
774,1,149.99,774,774,774
775,1,11.99,775,775,775
776,1,300,776,776,776
777,1,99.99,777,777,777
778,1,109.99,778,778,778
779,1,149.99,779,779,779
780,1,389.99,780,780,780
781,1,400,781,781,781
782,1,150,782,782,782
783,1,14.95,783,783,783
784,1,600,784,784,784
785,1,99.99,785,785,785
786,1,99.99,786,786,786
787,1,11.95,787,787,787
788,2,2.99,788,788,788
789,1,99.99,789,789,789
790,1,700,790,790,790
791,1,11.99,791,791,791
792,1,14.95,792,792,792
793,1,3.84,793,793,793
794,1,14.95,794,794,794
795,1,149.99,795,795,795
796,3,2.99,796,796,796
797,1,149.99,797,797,797
798,,,798,798,798
799,1,389.99,799,799,799
800,1,2.99,800,800,800
801,1,149.99,801,801,801
802,1,14.95,802,802,802
803,1,99.99,803,803,803
804,1,11.95,804,804,804
805,1,99.99,805,805,805
806,1,149.99,806,806,806
807,1,11.99,807,807,807
808,1,700,808,808,808
809,1,700,809,809,809
810,1,14.95,810,810,810
811,1,150,811,811,811
812,2,2.99,812,812,812
813,1,99.99,813,813,813
814,1,1700,814,814,814
815,1,150,815,815,815
816,2,2.99,816,816,816
817,1,389.99,817,817,817
818,1,11.95,818,818,818
819,1,14.95,819,819,819
820,1,11.95,820,820,820
821,1,14.95,821,821,821
822,1,3.84,822,822,822
823,1,109.99,823,823,823
824,1,11.99,824,824,824
825,1,2.99,825,825,825
826,1,300,826,826,826
827,1,600,827,827,827
828,1,11.99,828,828,828
829,1,3.84,829,829,829
830,1,109.99,830,830,830
831,1,2.99,831,831,831
832,1,3.84,832,832,832
833,1,300,833,833,833
834,1,150,834,834,834
835,1,150,835,835,835
836,1,700,836,836,836
837,1,999.99,837,837,837
838,1,700,838,838,838
839,1,150,839,839,839
840,3,2.99,840,840,840
841,1,600,841,841,841
842,3,11.95,842,842,842
843,1,14.95,843,843,843
844,1,14.95,844,844,844
845,2,14.95,845,845,845
846,1,300,846,846,846
847,1,11.95,847,847,847
848,1,999.99,848,848,848
849,2,11.99,849,849,849
850,1,3.84,850,850,850
851,1,600,851,851,851
852,1,11.99,852,852,852
853,1,2.99,853,853,853
854,1,149.99,854,854,854
855,1,11.95,855,855,855
856,1,1700,856,856,856
857,1,150,857,857,857
858,1,99.99,858,858,858
859,1,99.99,859,859,859
860,1,11.95,860,860,860
861,1,600,861,861,861
862,1,700,862,862,862
863,1,1700,863,863,863
864,1,14.95,864,864,864
865,1,3.84,865,865,865
866,1,11.99,866,866,866
867,1,2.99,867,867,867
868,2,3.84,868,868,868
869,2,2.99,869,869,869
870,1,389.99,870,870,870
871,1,149.99,871,871,871
872,1,389.99,872,872,872
873,2,2.99,873,873,873
874,1,11.95,874,874,874
875,1,3.84,875,875,875
876,1,3.84,876,876,876
877,,,877,877,877
878,1,999.99,878,878,878
879,1,11.99,879,879,879
880,1,99.99,880,880,880
881,1,11.99,881,881,881
882,1,11.99,882,882,882
883,1,150,883,883,883
884,1,3.84,884,884,884
885,1,3.84,885,885,885
886,1,11.95,886,886,886
887,1,2.99,887,887,887
888,1,2.99,888,888,888
889,1,1700,889,889,889
890,3,11.95,890,890,890
891,1,700,891,891,891
892,1,14.95,892,892,892
893,1,14.95,893,893,893
894,1,389.99,894,894,894
895,1,600,895,895,895
896,1,11.95,896,896,896
897,1,11.99,897,897,897
898,1,2.99,898,898,898
899,1,99.99,899,899,899
900,1,14.95,900,900,900
901,1,11.99,901,901,901
902,1,150,902,902,902
903,1,11.95,903,903,903
904,1,14.95,904,904,904
905,3,3.84,905,905,905
906,2,3.84,906,906,906
907,1,99.99,907,907,907
908,1,700,908,908,908
909,1,2.99,909,909,909
910,1,700,910,910,910
911,1,150,911,911,911
912,1,999.99,912,912,912
913,1,389.99,913,913,913
914,1,14.95,914,914,914
915,1,600.0,915,915,915
916,1,1700,916,916,916
917,1,11.95,917,917,917
918,1,14.95,918,918,918
919,1,109.99,919,919,919
920,1,99.99,920,920,920
921,3,2.99,921,921,921
922,1,99.99,922,922,922
923,1,150,923,923,923
924,1,3.84,924,924,924
925,1,1700,925,925,925
926,1,99.99,926,926,926
927,1,11.95,927,927,927
928,1,389.99,928,928,928
929,1,11.99,929,929,929
930,1,150,930,930,930
931,1,14.95,931,931,931
932,2,3.84,932,932,932
933,1,14.95,933,933,933
934,2,2.99,934,934,934
935,1,11.99,935,935,935
936,1,600,936,936,936
937,1,99.99,937,937,937
938,2,11.99,938,938,938
939,1,150,939,939,939
940,1,600,940,940,940
941,1,2.99,941,941,941
942,2,11.95,942,942,942
943,1,11.95,943,943,943
944,1,600,944,944,944
945,1,11.95,945,945,945
946,1,3.84,946,946,946
947,1,2.99,947,947,947
948,1,3.84,948,948,948
949,2,3.84,949,949,949
950,1,14.95,950,950,950
951,1,11.99,951,951,951
952,1,11.99,952,952,952
953,1,11.95,953,953,953
954,1,400,954,954,954
955,1,11.95,955,955,955
956,1,150,956,956,956
957,1,11.95,957,957,957
958,4,2.99,958,958,958
959,1,389.99,959,959,959
960,1,379.99,960,960,960
961,3,3.84,961,961,961
962,2,3.84,962,962,962
963,3,3.84,963,963,963
964,1,1700,964,964,964
965,1,11.99,965,965,965
966,1,11.95,966,966,966
967,1,150,967,967,967
968,1,379.99,968,968,968
969,1,1700,969,969,969
970,1,11.99,970,970,970
971,1,11.99,971,971,971
972,1,11.99,972,972,972
973,1,99.99,973,973,973
974,1,149.99,974,974,974
975,1,150,975,975,975
976,1,11.95,976,976,976
977,2,3.84,977,977,977
978,1,11.95,978,978,978
979,1,11.95,979,979,979
980,1,14.95,980,980,980
981,4,2.99,981,981,981
982,1,11.99,982,982,982
983,1,11.99,983,983,983
984,1,150,984,984,984
985,1,700,985,985,985
986,1,14.95,986,986,986
987,1,2.99,987,987,987
988,1,150,988,988,988
989,1,1700,989,989,989
990,1,2.99,990,990,990
991,1,999.99,991,991,991
992,1,11.95,992,992,992
993,1,149.99,993,993,993
994,1,11.99,994,994,994
995,1,379.99,995,995,995
996,2,2.99,996,996,996
997,1,99.99,997,997,997
998,1,379.99,998,998,998
999,1,109.99,999,999,999
1000,1,11.95,1000,1000,1000
1001,1,11.95,1001,1001,1001
1002,1,379.99,1002,1002,1002
1003,1,109.99,1003,1003,1003
1004,1,600,1004,1004,1004
1005,1,11.95,1005,1005,1005
1006,1,149.99,1006,1006,1006
1007,1,999.99,1007,1007,1007
1008,1,150,1008,1008,1008
1009,1,3.84,1009,1009,1009
1010,1,3.84,1010,1010,1010
1011,2,3.84,1011,1011,1011
1012,1,109.99,1012,1012,1012
1013,1,300,1013,1013,1013
1014,1,2.99,1014,1014,1014
1015,1,149.99,1015,1015,1015
1016,1,99.99,1016,1016,1016
1017,1,99.99,1017,1017,1017
1018,1,99.99,1018,1018,1018
1019,1,1700,1019,1019,1019
